 ,Label,Area
192,2019-5-28_exp021#2:021_01_A1_1,221
193,2019-5-28_exp021#2:021_01_A1_1,44
194,2019-5-28_exp021#2:021_01_A1_1,6
195,2019-5-28_exp021#2:021_01_A1_1,13
196,2019-5-28_exp021#2:021_01_A1_1,10
197,2019-5-28_exp021#2:021_01_A1_1,30
198,2019-5-28_exp021#2:021_01_A1_1,10
199,2019-5-28_exp021#2:021_01_A1_1,14
200,2019-5-28_exp021#2:021_01_A1_1,8
201,2019-5-28_exp021#2:021_01_A1_1,19
202,2019-5-28_exp021#2:021_01_A1_1,30
203,2019-5-28_exp021#2:021_01_A1_1,60
204,2019-5-28_exp021#2:021_01_A1_1,9
205,2019-5-28_exp021#2:021_01_A1_1,34
206,2019-5-28_exp021#2:021_01_A1_1,43
207,2019-5-28_exp021#2:021_01_A1_1,37
208,2019-5-28_exp021#2:021_01_A1_1,21
209,2019-5-28_exp021#2:021_01_A1_1,46
210,2019-5-28_exp021#2:021_01_A1_1,36
211,2019-5-28_exp021#2:021_01_A1_1,10
212,2019-5-28_exp021#2:021_01_A1_1,2
213,2019-5-28_exp021#2:021_01_A1_1,39
214,2019-5-28_exp021#2:021_01_A1_1,38
215,2019-5-28_exp021#2:021_01_A1_1,20
216,2019-5-28_exp021#2:021_01_A1_1,53
217,2019-5-28_exp021#2:021_01_A1_1,323
218,2019-5-28_exp021#2:021_01_A1_1,29
219,2019-5-28_exp021#2:021_01_A1_1,12
220,2019-5-28_exp021#2:021_01_A1_1,20
221,2019-5-28_exp021#2:021_01_A1_1,1
222,2019-5-28_exp021#2:021_01_A1_1,18
223,2019-5-28_exp021#2:021_01_A1_1,17
224,2019-5-28_exp021#2:021_01_A1_1,18
225,2019-5-28_exp021#2:021_01_A1_1,13
226,2019-5-28_exp021#2:021_01_A1_1,3
227,2019-5-28_exp021#2:021_01_A1_1,71
228,2019-5-28_exp021#2:021_01_A1_1,6
229,2019-5-28_exp021#2:021_01_A1_1,9
230,2019-5-28_exp021#2:021_01_A1_1,25
231,2019-5-28_exp021#2:021_01_A1_1,16
232,2019-5-28_exp021#2:021_01_A1_1,22
233,2019-5-28_exp021#2:021_01_A1_1,8
234,2019-5-28_exp021#2:021_01_A1_1,7
235,2019-5-28_exp021#2:021_01_A1_1,67
236,2019-5-28_exp021#2:021_01_A1_1,48
237,2019-5-28_exp021#2:021_01_A1_1,13
238,2019-5-28_exp021#2:021_01_A1_1,12
239,2019-5-28_exp021#2:021_01_A1_1,15
240,2019-5-28_exp021#2:021_01_A1_1,13
241,2019-5-28_exp021#2:021_01_A1_1,4
242,2019-5-28_exp021#2:021_01_A1_1,15
243,2019-5-28_exp021#2:021_01_A1_1,73
244,2019-5-28_exp021#2:021_01_A1_1,20
245,2019-5-28_exp021#2:021_01_A1_1,12
246,2019-5-28_exp021#2:021_01_A1_1,22
247,2019-5-28_exp021#2:021_01_A1_1,13
248,2019-5-28_exp021#2:021_01_A1_1,35
249,2019-5-28_exp021#2:021_01_A1_1,18
250,2019-5-28_exp021#2:021_01_A1_1,15
251,2019-5-28_exp021#2:021_01_A1_1,16
252,2019-5-28_exp021#2:021_01_A1_1,13
253,2019-5-28_exp021#2:021_01_A1_1,30
254,2019-5-28_exp021#2:021_01_A1_1,91
255,2019-5-28_exp021#2:021_01_A1_1,16
256,2019-5-28_exp021#2:021_01_A1_1,55
257,2019-5-28_exp021#2:021_01_A1_1,10
258,2019-5-28_exp021#2:021_01_A1_1,24
259,2019-5-28_exp021#2:021_01_A1_1,16
260,2019-5-28_exp021#2:021_01_A1_1,40
261,2019-5-28_exp021#2:021_01_A1_1,21
262,2019-5-28_exp021#2:021_01_A1_1,26
263,2019-5-28_exp021#2:021_01_A1_1,22
264,2019-5-28_exp021#2:021_01_A1_1,30
265,2019-5-28_exp021#2:021_01_A1_1,17
266,2019-5-28_exp021#2:021_01_A1_1,24
267,2019-5-28_exp021#2:021_01_A1_1,19
268,2019-5-28_exp021#2:021_01_A1_1,18
269,2019-5-28_exp021#2:021_01_A1_1,78
270,2019-5-28_exp021#2:021_01_A1_1,30
271,2019-5-28_exp021#2:021_01_A1_1,8
272,2019-5-28_exp021#2:021_01_A1_1,13
273,2019-5-28_exp021#2:021_01_A1_1,43
274,2019-5-28_exp021#2:021_01_A1_1,12
275,2019-5-28_exp021#2:021_01_A1_1,11
276,2019-5-28_exp021#2:021_01_A1_1,105
277,2019-5-28_exp021#2:021_01_A1_1,13
278,2019-5-28_exp021#2:021_01_A1_1,33
279,2019-5-28_exp021#2:021_01_A1_1,15
280,2019-5-28_exp021#2:021_01_A1_1,17
281,2019-5-28_exp021#2:021_01_A1_1,12
282,2019-5-28_exp021#2:021_01_A1_1,44
283,2019-5-28_exp021#2:021_01_A1_1,19
284,2019-5-28_exp021#2:021_01_A1_1,19
285,2019-5-28_exp021#2:021_01_A1_1,17
286,2019-5-28_exp021#2:021_01_A1_1,24
287,2019-5-28_exp021#2:021_01_A1_1,15
288,2019-5-28_exp021#2:021_01_A1_1,15
289,2019-5-28_exp021#2:021_01_A1_1,11
290,2019-5-28_exp021#2:021_01_A1_1,55
291,2019-5-28_exp021#2:021_01_A1_1,49
292,2019-5-28_exp021#2:021_01_A1_1,75
293,2019-5-28_exp021#2:021_01_A1_1,10
294,2019-5-28_exp021#2:021_01_A1_1,15
295,2019-5-28_exp021#2:021_01_A1_1,33
296,2019-5-28_exp021#2:021_01_A1_1,26
297,2019-5-28_exp021#2:021_01_A1_1,22
298,2019-5-28_exp021#2:021_01_A1_1,18
299,2019-5-28_exp021#2:021_01_A1_1,11
300,2019-5-28_exp021#2:021_01_A1_1,14
301,2019-5-28_exp021#2:021_01_A1_1,13
302,2019-5-28_exp021#2:021_01_A1_1,29
303,2019-5-28_exp021#2:021_01_A1_1,14
304,2019-5-28_exp021#2:021_01_A1_1,40
305,2019-5-28_exp021#2:021_01_A1_1,14
306,2019-5-28_exp021#2:021_01_A1_1,42
307,2019-5-28_exp021#2:021_01_A1_1,17
308,2019-5-28_exp021#2:021_01_A1_1,14
309,2019-5-28_exp021#2:021_01_A1_1,41
310,2019-5-28_exp021#2:021_01_A1_1,18
311,2019-5-28_exp021#2:021_01_A1_1,17
312,2019-5-28_exp021#2:021_01_A1_1,27
313,2019-5-28_exp021#2:021_01_A1_1,10
314,2019-5-28_exp021#2:021_01_A1_1,13
315,2019-5-28_exp021#2:021_01_A1_1,47
316,2019-5-28_exp021#2:021_01_A1_1,37
317,2019-5-28_exp021#2:021_01_A1_1,15
318,2019-5-28_exp021#2:021_01_A1_1,17
319,2019-5-28_exp021#2:021_01_A1_1,22
320,2019-5-28_exp021#2:021_01_A1_1,15
321,2019-5-28_exp021#2:021_01_A1_1,9
322,2019-5-28_exp021#2:021_01_A1_1,10
323,2019-5-28_exp021#2:021_01_A1_1,14
324,2019-5-28_exp021#2:021_01_A1_1,19
325,2019-5-28_exp021#2:021_01_A1_1,21
326,2019-5-28_exp021#2:021_01_A1_1,39
327,2019-5-28_exp021#2:021_01_A1_1,18
328,2019-5-28_exp021#2:021_01_A1_1,12
329,2019-5-28_exp021#2:021_01_A1_1,12
330,2019-5-28_exp021#2:021_01_A1_1,9
331,2019-5-28_exp021#2:021_01_A1_2,5
332,2019-5-28_exp021#2:021_01_A1_2,2
333,2019-5-28_exp021#2:021_01_A1_2,25
334,2019-5-28_exp021#2:021_01_A1_2,22
335,2019-5-28_exp021#2:021_01_A1_2,5
336,2019-5-28_exp021#2:021_01_A1_2,13
337,2019-5-28_exp021#2:021_01_A1_2,41
338,2019-5-28_exp021#2:021_01_A1_2,13
339,2019-5-28_exp021#2:021_01_A1_2,38
340,2019-5-28_exp021#2:021_01_A1_2,8
341,2019-5-28_exp021#2:021_01_A1_2,9
342,2019-5-28_exp021#2:021_01_A1_2,11
343,2019-5-28_exp021#2:021_01_A1_2,5
344,2019-5-28_exp021#2:021_01_A1_2,12
345,2019-5-28_exp021#2:021_01_A1_2,36
346,2019-5-28_exp021#2:021_01_A1_2,36
347,2019-5-28_exp021#2:021_01_A1_2,35
348,2019-5-28_exp021#2:021_01_A1_2,62
349,2019-5-28_exp021#2:021_01_A1_2,14
350,2019-5-28_exp021#2:021_01_A1_2,15
351,2019-5-28_exp021#2:021_01_A1_2,23
352,2019-5-28_exp021#2:021_01_A1_2,3
353,2019-5-28_exp021#2:021_01_A1_2,6
354,2019-5-28_exp021#2:021_01_A1_2,14
355,2019-5-28_exp021#2:021_01_A1_2,1
356,2019-5-28_exp021#2:021_01_A1_2,6
357,2019-5-28_exp021#2:021_01_A1_2,50
358,2019-5-28_exp021#2:021_01_A1_2,19
359,2019-5-28_exp021#2:021_01_A1_2,32
360,2019-5-28_exp021#2:021_01_A1_2,3
361,2019-5-28_exp021#2:021_01_A1_2,9
362,2019-5-28_exp021#2:021_01_A1_2,55
363,2019-5-28_exp021#2:021_01_A1_2,11
364,2019-5-28_exp021#2:021_01_A1_2,2
365,2019-5-28_exp021#2:021_01_A1_2,35
366,2019-5-28_exp021#2:021_01_A1_2,14
367,2019-5-28_exp021#2:021_01_A1_2,3
368,2019-5-28_exp021#2:021_01_A1_2,4
369,2019-5-28_exp021#2:021_01_A1_2,8
370,2019-5-28_exp021#2:021_01_A1_2,10
371,2019-5-28_exp021#2:021_01_A1_2,7
372,2019-5-28_exp021#2:021_01_A1_2,8
373,2019-5-28_exp021#2:021_01_A1_2,19
374,2019-5-28_exp021#2:021_01_A1_2,11
375,2019-5-28_exp021#2:021_01_A1_2,38
376,2019-5-28_exp021#2:021_01_A1_2,31
377,2019-5-28_exp021#2:021_01_A1_2,24
378,2019-5-28_exp021#2:021_01_A1_2,12
379,2019-5-28_exp021#2:021_01_A1_2,16
380,2019-5-28_exp021#2:021_01_A1_2,52
381,2019-5-28_exp021#2:021_01_A1_2,75
382,2019-5-28_exp021#2:021_01_A1_2,5
383,2019-5-28_exp021#2:021_01_A1_2,13
384,2019-5-28_exp021#2:021_01_A1_2,12
385,2019-5-28_exp021#2:021_01_A1_2,10
386,2019-5-28_exp021#2:021_01_A1_2,8
387,2019-5-28_exp021#2:021_01_A1_2,27
388,2019-5-28_exp021#2:021_01_A1_2,11
389,2019-5-28_exp021#2:021_01_A1_2,10
390,2019-5-28_exp021#2:021_01_A1_2,34
391,2019-5-28_exp021#2:021_01_A1_2,42
392,2019-5-28_exp021#2:021_01_A1_2,6
393,2019-5-28_exp021#2:021_01_A1_2,23
394,2019-5-28_exp021#2:021_01_A1_2,12
395,2019-5-28_exp021#2:021_01_A1_2,7
396,2019-5-28_exp021#2:021_01_A1_2,69
397,2019-5-28_exp021#2:021_01_A1_2,12
398,2019-5-28_exp021#2:021_01_A1_2,12
399,2019-5-28_exp021#2:021_01_A1_2,11
400,2019-5-28_exp021#2:021_01_A1_2,25
401,2019-5-28_exp021#2:021_01_A1_2,11
402,2019-5-28_exp021#2:021_01_A1_2,1
403,2019-5-28_exp021#2:021_01_A1_2,4
404,2019-5-28_exp021#2:021_01_A1_2,23
405,2019-5-28_exp021#2:021_01_A1_2,7
406,2019-5-28_exp021#2:021_01_A1_2,17
407,2019-5-28_exp021#2:021_01_A1_2,11
408,2019-5-28_exp021#2:021_01_A1_2,69
409,2019-5-28_exp021#2:021_01_A1_2,32
410,2019-5-28_exp021#2:021_01_A1_2,22
411,2019-5-28_exp021#2:021_01_A1_2,23
412,2019-5-28_exp021#2:021_01_A1_2,82
413,2019-5-28_exp021#2:021_01_A1_2,27
414,2019-5-28_exp021#2:021_01_A1_2,11
415,2019-5-28_exp021#2:021_01_A1_2,9
416,2019-5-28_exp021#2:021_01_A1_2,37
417,2019-5-28_exp021#2:021_01_A1_2,15
418,2019-5-28_exp021#2:021_01_A1_2,4
419,2019-5-28_exp021#2:021_01_A1_2,11
420,2019-5-28_exp021#2:021_01_A1_2,22
421,2019-5-28_exp021#2:021_01_A1_2,9
422,2019-5-28_exp021#2:021_01_A1_2,7
423,2019-5-28_exp021#2:021_01_A1_2,11
424,2019-5-28_exp021#2:021_01_A1_2,85
425,2019-5-28_exp021#2:021_01_A1_2,34
426,2019-5-28_exp021#2:021_01_A1_2,9
427,2019-5-28_exp021#2:021_01_A1_2,21
428,2019-5-28_exp021#2:021_01_A1_2,38
429,2019-5-28_exp021#2:021_01_A1_2,15
430,2019-5-28_exp021#2:021_01_A1_2,7
431,2019-5-28_exp021#2:021_01_A1_2,1
432,2019-5-28_exp021#2:021_01_A1_2,6
433,2019-5-28_exp021#2:021_01_A1_2,13
434,2019-5-28_exp021#2:021_01_A1_2,5
435,2019-5-28_exp021#2:021_01_A1_2,14
436,2019-5-28_exp021#2:021_01_A1_2,3
437,2019-5-28_exp021#2:021_01_A1_2,19
438,2019-5-28_exp021#2:021_01_A1_2,20
439,2019-5-28_exp021#2:021_01_A1_2,8
440,2019-5-28_exp021#2:021_01_A1_2,28
441,2019-5-28_exp021#2:021_01_A1_2,13
442,2019-5-28_exp021#2:021_01_A1_2,30
443,2019-5-28_exp021#2:021_01_A1_2,17
444,2019-5-28_exp021#2:021_01_A1_2,12
445,2019-5-28_exp021#2:021_01_A1_2,26
446,2019-5-28_exp021#2:021_01_A1_2,27
447,2019-5-28_exp021#2:021_01_A1_2,2
448,2019-5-28_exp021#2:021_01_A1_2,15
449,2019-5-28_exp021#2:021_01_A1_2,13
450,2019-5-28_exp021#2:021_01_A1_2,35
451,2019-5-28_exp021#2:021_01_A1_2,15
452,2019-5-28_exp021#2:021_01_A1_2,2
453,2019-5-28_exp021#2:021_01_A1_2,4
454,2019-5-28_exp021#2:021_01_A1_2,16
455,2019-5-28_exp021#2:021_01_A1_2,25
456,2019-5-28_exp021#2:021_01_A1_2,13
457,2019-5-28_exp021#2:021_01_A1_2,12
458,2019-5-28_exp021#2:021_01_A1_2,12
459,2019-5-28_exp021#2:021_01_A1_2,38
460,2019-5-28_exp021#2:021_01_A1_2,43
461,2019-5-28_exp021#2:021_01_A1_2,22
462,2019-5-28_exp021#2:021_01_A1_2,43
463,2019-5-28_exp021#2:021_01_A1_2,20
464,2019-5-28_exp021#2:021_01_A1_2,2
465,2019-5-28_exp021#2:021_01_A1_2,89
466,2019-5-28_exp021#2:021_01_A1_2,151
467,2019-5-28_exp021#2:021_01_A1_2,10
468,2019-5-28_exp021#2:021_01_A1_2,9
469,2019-5-28_exp021#2:021_01_A1_2,43
470,2019-5-28_exp021#2:021_01_A1_2,12
471,2019-5-28_exp021#2:021_01_A1_2,36
472,2019-5-28_exp021#2:021_01_A1_2,1
473,2019-5-28_exp021#2:021_01_A1_2,9
474,2019-5-28_exp021#2:021_01_A1_2,26
475,2019-5-28_exp021#2:021_01_A1_2,48
476,2019-5-28_exp021#2:021_01_A1_2,4
477,2019-5-28_exp021#2:021_01_A1_2,8
478,2019-5-28_exp021#2:021_01_A1_2,10
479,2019-5-28_exp021#2:021_01_A1_2,14
480,2019-5-28_exp021#2:021_01_A1_2,6
481,2019-5-28_exp021#2:021_01_A1_2,14
482,2019-5-28_exp021#2:021_01_A1_2,8
483,2019-5-28_exp021#2:021_01_A1_2,20
484,2019-5-28_exp021#2:021_01_A1_2,22
485,2019-5-28_exp021#2:021_01_A1_2,4
486,2019-5-28_exp021#2:021_01_A1_2,18
487,2019-5-28_exp021#2:021_01_A1_2,140
488,2019-5-28_exp021#2:021_01_A1_2,13
489,2019-5-28_exp021#2:021_01_A1_2,2
490,2019-5-28_exp021#2:021_01_A1_2,163
491,2019-5-28_exp021#2:021_01_A1_2,12
492,2019-5-28_exp021#2:021_01_A1_2,57
493,2019-5-28_exp021#2:021_01_A1_2,17
494,2019-5-28_exp021#2:021_01_A1_2,40
495,2019-5-28_exp021#2:021_01_A1_2,27
496,2019-5-28_exp021#2:021_01_A1_2,16
497,2019-5-28_exp021#2:021_01_A1_2,12
498,2019-5-28_exp021#2:021_01_A1_2,12
499,2019-5-28_exp021#2:021_01_A1_2,6
500,2019-5-28_exp021#2:021_01_A1_2,95
501,2019-5-28_exp021#2:021_01_A1_2,27
502,2019-5-28_exp021#2:021_01_A1_2,32
503,2019-5-28_exp021#2:021_01_A1_2,109
504,2019-5-28_exp021#2:021_01_A1_2,32
505,2019-5-28_exp021#2:021_01_A1_2,14
506,2019-5-28_exp021#2:021_01_A1_2,11
507,2019-5-28_exp021#2:021_01_A1_2,28
508,2019-5-28_exp021#2:021_01_A1_2,18
509,2019-5-28_exp021#2:021_01_A1_2,16
510,2019-5-28_exp021#2:021_01_A1_2,13
511,2019-5-28_exp021#2:021_01_A1_2,7
512,2019-5-28_exp021#2:021_01_A1_2,14
513,2019-5-28_exp021#2:021_01_A1_2,22
514,2019-5-28_exp021#2:021_01_A1_2,2
515,2019-5-28_exp021#2:021_01_A1_2,16
516,2019-5-28_exp021#2:021_01_A1_2,34
517,2019-5-28_exp021#2:021_01_A1_2,14
518,2019-5-28_exp021#2:021_01_A1_2,10
519,2019-5-28_exp021#2:021_01_A1_2,14
520,2019-5-28_exp021#2:021_01_A1_2,12
521,2019-5-28_exp021#2:021_01_A1_2,5
522,2019-5-28_exp021#2:021_01_A1_2,12
523,2019-5-28_exp021#2:021_01_A1_2,4
524,2019-5-28_exp021#2:021_01_A1_2,10
525,2019-5-28_exp021#2:021_01_A1_2,10
526,2019-5-28_exp021#2:021_01_A1_2,18
527,2019-5-28_exp021#2:021_01_A1_2,19
528,2019-5-28_exp021#2:021_01_A1_2,25
529,2019-5-28_exp021#2:021_01_A1_2,1
530,2019-5-28_exp021#2:021_01_A1_2,9
531,2019-5-28_exp021#2:021_01_A1_2,134
532,2019-5-28_exp021#2:021_01_A1_2,6
533,2019-5-28_exp021#2:021_01_A1_2,18
534,2019-5-28_exp021#2:021_01_A1_2,4
535,2019-5-28_exp021#2:021_01_A1_2,7
536,2019-5-28_exp021#2:021_01_A1_2,15
537,2019-5-28_exp021#2:021_01_A1_2,41
